gene	probeID	logFC	AveExpr	t	P.Value	adj.P.Val	B
INTS12	TC0400011518.hg.1	7.65054575602215	16.6198029518127	23.4690171480823	2.2082853134167e-08	0.0030638854581	8.15807054334343
AF065393.4	TCUn_KI270752v100006432.hg.1	8.16107432047527	10.2531988620758	20.7455256208192	5.57915809985358e-08	0.00387040145282092	7.70044085456321
Y_RNA	TC0600007483.hg.1	3.9787473678589	17.8769359588623	17.0353751650665	2.43307287101098e-07	0.0112525565162806	6.84388390637082
Y_RNA	TC0X00010001.hg.1	4.0027772585551	13.7504765987396	15.0274438930555	6.17117556588829e-07	0.0120883213976136	6.22164480501946
TNPO3	TC0700012555.hg.1	-3.99310843149821	7.23273915052414	-14.7855624108426	6.95770859892318e-07	0.0120883213976136	6.13704404195876
PRRC2A	TC0600007599.hg.1	-4.54940271377563	5.96665066480637	-14.7095757009132	7.22767035048998e-07	0.0120883213976136	6.10999290177588
RPN2	TC2000007277.hg.1	-4.3709077835083	8.36996322870255	-14.6101104149736	7.59906559603995e-07	0.0120883213976136	6.07423446871774
HIBCH	TC0200015225.hg.1	-4.60453637440999	6.80627530813217	-14.5481302289732	7.84135591037675e-07	0.0120883213976136	6.05174991620192
ZNF92	TC0700007807.hg.1	-3.20510371526082	5.84422588348389	-13.8323971586359	1.13726896179053e-06	0.0139738650229072	5.78038764940705
SETX	TC0900011803.hg.1	-3.36134982109069	5.99294209480286	-13.5923109231319	1.29353234122234e-06	0.0139738650229072	5.6842991335312
SETD5	TC0300006544.hg.1	-3.50901810328165	6.34958016872406	-13.3243687080165	1.49717578841339e-06	0.0139738650229072	5.57388415862689
TPMT	TC0600010960.hg.1	-3.34795745213826	6.49176400899887	-13.1532069895406	1.64609962747281e-06	0.0139738650229072	5.50153965889247
TEN1	TC1700008929.hg.1	-3.08894046147664	4.98581939935684	-12.7993689306989	2.00995822418369e-06	0.0139738650229072	5.34733583040005
starsmo	TC1700010414.hg.1	3.90086142222087	17.3000750541687	12.7546357517521	2.06209533331075e-06	0.0139738650229072	5.3273826401804
HPRT1	TC0X00011326.hg.1	-3.46847359339396	6.27324962615967	-12.6127351830535	2.23783189446812e-06	0.0139738650229072	5.26338951345801
Y_RNA	TC1100012226.hg.1	3.39068905512492	13.641404747963	12.5815174712721	2.27871874440137e-06	0.0139738650229072	5.24916717347612
GPN2	TC0100013408.hg.1	-4.06429203351339	5.53127047419548	-12.5441110623672	2.32882283193906e-06	0.0139738650229072	5.23205624251095
UBE2L4	TC1900006948.hg.1	3.82297372817994	15.3390976190567	12.521528457355	2.3596709374546e-06	0.0139738650229072	5.22168957826834
PDE12	TC0300007579.hg.1	-5.05071155230204	5.56650748848915	-12.0282141745585	3.16306845509695e-06	0.0139738650229072	4.988161933409
BCAP31	TC0X00011168.hg.1	-5.94542121887207	9.05480307340622	-12.0106831744068	3.19681904596446e-06	0.0139738650229072	4.97960775093156
ENTPD6	TC2000007012.hg.1	-3.50739351908366	5.09177896380424	-11.9246314983429	3.36847229156172e-06	0.0139738650229072	4.93735766015138
TMEM19	TC1200012666.hg.1	-2.7407333056132	4.90737351775169	-11.8993164183535	3.42092648727421e-06	0.0139738650229072	4.92484509551968
Y_RNA	TC1400009398.hg.1	3.00431823730469	16.0184624195099	11.7672057630019	3.71002405810184e-06	0.0139738650229072	4.85892493645713
ZNF780A	TSUnmapped00000670.hg.1	-3.03267478942871	6.32657730579376	-11.649754594306	3.99027366176411e-06	0.0139738650229072	4.79943182840053
IFRD2	TC0300013981.hg.1	-3.69162487983703	5.30038642883301	-11.5615631381287	4.21638447066603e-06	0.0139738650229072	4.75420134029952
MYO10	TC0500010203.hg.1	-3.74865293502808	5.96450054645538	-11.4969124781628	4.39130084006511e-06	0.0139738650229072	4.72073580067104
slawstorby	TC0500012062.hg.1	-3.17584911982218	5.06251603364944	-11.4553953185567	4.5079267072018e-06	0.0139738650229072	4.69910613151831
doysaw	TC1800008660.hg.1	-3.72472937901815	4.86388662457466	-11.4017957481958	4.66367800594993e-06	0.0139738650229072	4.67101984900154
TADA3	TC0300010209.hg.1	-2.8795747756958	6.93009972572327	-11.261869002231	5.09959539547799e-06	0.0139738650229072	4.5968278993422
EIF4ENIF1	TC2200008482.hg.1	-3.59290432929993	5.36769464612007	-11.2540857803326	5.12515522742814e-06	0.0139738650229072	4.59266377057239
RSPRY1	TC1600007990.hg.1	-4.57727416356404	8.14969849586487	-11.0686791153906	5.77873832952018e-06	0.0139738650229072	4.49228682147233
RP11-488L18.1	TC0100012306.hg.1	-3.31386590003967	5.23938563466072	-11.0110072083418	6.00076687727348e-06	0.0139738650229072	4.46059553436906
APMAP	TC2000008721.hg.1	-4.87972577412923	5.78679662942886	-11.0099673279466	6.00485732566682e-06	0.0139738650229072	4.46002204475517
UBE4B	TC0100006806.hg.1	-3.1632137298584	6.88029325008392	-10.9650513082118	6.18456537832584e-06	0.0139738650229072	4.43518087187184
PUM1	TC0100013548.hg.1	-3.73030201594035	5.9635249376297	-10.9293981036578	6.33152135727942e-06	0.0139738650229072	4.4153645100088
ASB7	TC1500008545.hg.1	-2.99940506617228	5.41237795352936	-10.8540924510539	6.65499702130349e-06	0.0139738650229072	4.37322147102299
Y_RNA	TSUnmapped00000543.hg.1	2.87717779477438	8.89469033479691	10.7975086138309	6.91028618585677e-06	0.0139738650229072	4.34129670612687
EXTL2	TC0100015079.hg.1	-2.34170381228129	4.88446819782257	-10.7834844238707	6.97524865889986e-06	0.0139738650229072	4.33334960474061
MON1B	TC1600011432.hg.1	-2.74399979909261	4.3803748190403	-10.7452669495505	7.15578930712753e-06	0.0139738650229072	4.3116226986669
RP11-680A11.5	TC1200010797.hg.1	-2.66149059931437	4.34263673424721	-10.7355970315223	7.20229868888783e-06	0.0139738650229072	4.3061089550501
NRDC	TC0100014188.hg.1	-5.70178922017415	6.28798741102219	-10.7180257703306	7.28768310076867e-06	0.0139738650229072	4.29607296908517
FANCC	TC0900010878.hg.1	-3.05830820401509	5.63998401165009	-10.7161801641156	7.29671730642338e-06	0.0139738650229072	4.29501756475523
ZBTB11	TC0300011859.hg.1	-3.82553052902222	4.93290284276009	-10.6885873077832	7.4332952158958e-06	0.0139738650229072	4.27920982865943
GPR89A	TC0100009738.hg.1	-5.61377827326456	6.54643869400024	-10.6856434849994	7.44803520525479e-06	0.0139738650229072	4.27752013771462
AQR	TC1500009004.hg.1	-4.10577217737834	6.88403767347336	-10.6749192990396	7.50201058122801e-06	0.0139738650229072	4.27135946122965
KIAA1033	TC1200008706.hg.1	-4.33377885818481	7.06923931837082	-10.668265007338	7.5357228621864e-06	0.0139738650229072	4.26753267317497
MRPL44	TC0200010927.hg.1	-4.29731861750285	5.73240286111832	-10.6133562869344	7.82049327635305e-06	0.0139738650229072	4.23583440113577
RAB11FIP2	TC1000011964.hg.1	-4.19398101170857	6.41693359613419	-10.6010943057549	7.88572611723257e-06	0.0139738650229072	4.22872607258565
ARHGEF39	TC0900009948.hg.1	-3.281041542689	4.33554264903069	-10.5325062126006	8.26207534826082e-06	0.0139738650229072	4.18876452690495
EGFR	TC0700007596.hg.1	-3.77520751953125	5.16077488660812	-10.4658962669676	8.64698494252933e-06	0.0139738650229072	4.14962712141138
